target	text	textid
Peter	But there were false prophets also among the people, even as there shall be false teachers among you, who privily shall bring in damnable heresies, even denying the Lord that bought them, and bring upon themselves swift destruction.	1125
Peter	But there were false prophets also among the people, even as there shall be false teachers among you, who privily shall bring in damnable heresies, even denying the Lord that bought them, and bring upon themselves swift destruction.	1126
Peter	But there were false prophets also among the people, even as there shall be false teachers among you, who privily shall bring in damnable heresies, even denying the Lord that bought them, and bring upon themselves swift destruction.	1127
Peter	But there were false prophets also among the people, even as there shall be false teachers among you, who privily shall bring in damnable heresies, even denying the Lord that bought them, and bring upon themselves swift destruction.	1128
Peter	But there were false prophets also among the people, even as there shall be false teachers among you, who privily shall bring in damnable heresies, even denying the Lord that bought them, and bring upon themselves swift destruction.	1129
Peter	And many shall follow their pernicious ways; by reason of whom the way of truth shall be evil spoken of.	1130
Peter	And many shall follow their pernicious ways; by reason of whom the way of truth shall be evil spoken of.	1131
Peter	And many shall follow their pernicious ways; by reason of whom the way of truth shall be evil spoken of.	1132
Peter	And many shall follow their pernicious ways; by reason of whom the way of truth shall be evil spoken of.	1133
Peter	And many shall follow their pernicious ways; by reason of whom the way of truth shall be evil spoken of.	1134
Peter	And many shall follow their pernicious ways; by reason of whom the way of truth shall be evil spoken of.	1135
Peter	And many shall follow their pernicious ways; by reason of whom the way of truth shall be evil spoken of.	1136
Peter	And through covetousness shall they with feigned words make merchandise of you: whose judgment now of a long time lingereth not, and their damnation slumbereth not.	1137
Peter	And through covetousness shall they with feigned words make merchandise of you: whose judgment now of a long time lingereth not, and their damnation slumbereth not.	1138
Peter	And through covetousness shall they with feigned words make merchandise of you: whose judgment now of a long time lingereth not, and their damnation slumbereth not.	1139
Peter	And through covetousness shall they with feigned words make merchandise of you: whose judgment now of a long time lingereth not, and their damnation slumbereth not.	1140
Peter	And through covetousness shall they with feigned words make merchandise of you: whose judgment now of a long time lingereth not, and their damnation slumbereth not.	1141
Peter	And through covetousness shall they with feigned words make merchandise of you: whose judgment now of a long time lingereth not, and their damnation slumbereth not.	1142
Peter	And through covetousness shall they with feigned words make merchandise of you: whose judgment now of a long time lingereth not, and their damnation slumbereth not.	1143
Peter	For if God spared not the angels that sinned, but cast [them] down to hell, and delivered [them] into chains of darkness, to be reserved unto judgment;	1144
Peter	For if God spared not the angels that sinned, but cast [them] down to hell, and delivered [them] into chains of darkness, to be reserved unto judgment;	1145
Peter	For if God spared not the angels that sinned, but cast [them] down to hell, and delivered [them] into chains of darkness, to be reserved unto judgment;	1146
Peter	For if God spared not the angels that sinned, but cast [them] down to hell, and delivered [them] into chains of darkness, to be reserved unto judgment;	1147
Peter	For if God spared not the angels that sinned, but cast [them] down to hell, and delivered [them] into chains of darkness, to be reserved unto judgment;	1148
Peter	For if God spared not the angels that sinned, but cast [them] down to hell, and delivered [them] into chains of darkness, to be reserved unto judgment;	1149
Peter	For if God spared not the angels that sinned, but cast [them] down to hell, and delivered [them] into chains of darkness, to be reserved unto judgment;	1150
Peter	And spared not the old world, but saved Noah the eighth [person], a preacher of righteousness, bringing in the flood upon the world of the ungodly;	1151
Peter	And spared not the old world, but saved Noah the eighth [person], a preacher of righteousness, bringing in the flood upon the world of the ungodly;	1152
Peter	And spared not the old world, but saved Noah the eighth [person], a preacher of righteousness, bringing in the flood upon the world of the ungodly;	1153
Peter	And spared not the old world, but saved Noah the eighth [person], a preacher of righteousness, bringing in the flood upon the world of the ungodly;	1154
Peter	And spared not the old world, but saved Noah the eighth [person], a preacher of righteousness, bringing in the flood upon the world of the ungodly;	1155
Peter	And spared not the old world, but saved Noah the eighth [person], a preacher of righteousness, bringing in the flood upon the world of the ungodly;	1156
Peter	And spared not the old world, but saved Noah the eighth [person], a preacher of righteousness, bringing in the flood upon the world of the ungodly;	1157
Peter	And turning the cities of Sodom and Gomorrha into ashes condemned [them] with an overthrow, making [them] an ensample unto those that after should live ungodly;	1158
Peter	And turning the cities of Sodom and Gomorrha into ashes condemned [them] with an overthrow, making [them] an ensample unto those that after should live ungodly;	1159
Peter	And turning the cities of Sodom and Gomorrha into ashes condemned [them] with an overthrow, making [them] an ensample unto those that after should live ungodly;	1160
Peter	And turning the cities of Sodom and Gomorrha into ashes condemned [them] with an overthrow, making [them] an ensample unto those that after should live ungodly;	1161
Peter	And turning the cities of Sodom and Gomorrha into ashes condemned [them] with an overthrow, making [them] an ensample unto those that after should live ungodly;	1162
Peter	And turning the cities of Sodom and Gomorrha into ashes condemned [them] with an overthrow, making [them] an ensample unto those that after should live ungodly;	1163
Peter	And turning the cities of Sodom and Gomorrha into ashes condemned [them] with an overthrow, making [them] an ensample unto those that after should live ungodly;	1164
Peter	And delivered just Lot, vexed with the filthy conversation of the wicked:	1165
Peter	And delivered just Lot, vexed with the filthy conversation of the wicked:	1166
Peter	And delivered just Lot, vexed with the filthy conversation of the wicked:	1167
Peter	And delivered just Lot, vexed with the filthy conversation of the wicked:	1168
Peter	And delivered just Lot, vexed with the filthy conversation of the wicked:	1169
Peter	And delivered just Lot, vexed with the filthy conversation of the wicked:	1170
Peter	And delivered just Lot, vexed with the filthy conversation of the wicked:	1171
Peter	(For that righteous man dwelling among them, in seeing and hearing, vexed [his] righteous soul from day to day with [their] unlawful deeds;)	1172
Peter	(For that righteous man dwelling among them, in seeing and hearing, vexed [his] righteous soul from day to day with [their] unlawful deeds;)	1173
Peter	(For that righteous man dwelling among them, in seeing and hearing, vexed [his] righteous soul from day to day with [their] unlawful deeds;)	1174
Peter	(For that righteous man dwelling among them, in seeing and hearing, vexed [his] righteous soul from day to day with [their] unlawful deeds;)	1175
Peter	(For that righteous man dwelling among them, in seeing and hearing, vexed [his] righteous soul from day to day with [their] unlawful deeds;)	1176
Peter	(For that righteous man dwelling among them, in seeing and hearing, vexed [his] righteous soul from day to day with [their] unlawful deeds;)	1177
Peter	(For that righteous man dwelling among them, in seeing and hearing, vexed [his] righteous soul from day to day with [their] unlawful deeds;)	1178
Peter	The Lord knoweth how to deliver the godly out of temptations, and to reserve the unjust unto the day of judgment to be punished:	1179
Peter	The Lord knoweth how to deliver the godly out of temptations, and to reserve the unjust unto the day of judgment to be punished:	1180
Peter	The Lord knoweth how to deliver the godly out of temptations, and to reserve the unjust unto the day of judgment to be punished:	1181
Peter	The Lord knoweth how to deliver the godly out of temptations, and to reserve the unjust unto the day of judgment to be punished:	1182
Peter	The Lord knoweth how to deliver the godly out of temptations, and to reserve the unjust unto the day of judgment to be punished:	1183
Peter	The Lord knoweth how to deliver the godly out of temptations, and to reserve the unjust unto the day of judgment to be punished:	1184
Peter	The Lord knoweth how to deliver the godly out of temptations, and to reserve the unjust unto the day of judgment to be punished:	1185
Peter	But chiefly them that walk after the flesh in the lust of uncleanness, and despise government.	1186
Peter	But chiefly them that walk after the flesh in the lust of uncleanness, and despise government.	1187
Peter	But chiefly them that walk after the flesh in the lust of uncleanness, and despise government.	1188
Peter	But chiefly them that walk after the flesh in the lust of uncleanness, and despise government.	1189
Peter	But chiefly them that walk after the flesh in the lust of uncleanness, and despise government.	1190
Peter	But chiefly them that walk after the flesh in the lust of uncleanness, and despise government.	1191
Peter	But chiefly them that walk after the flesh in the lust of uncleanness, and despise government.	1192
Peter	Presumptuous [are they], selfwilled, they are not afraid to speak evil of dignities.	1193
Peter	Presumptuous [are they], selfwilled, they are not afraid to speak evil of dignities.	1194
Peter	Presumptuous [are they], selfwilled, they are not afraid to speak evil of dignities.	1195
Peter	Presumptuous [are they], selfwilled, they are not afraid to speak evil of dignities.	1196
Peter	Presumptuous [are they], selfwilled, they are not afraid to speak evil of dignities.	1197
Peter	Presumptuous [are they], selfwilled, they are not afraid to speak evil of dignities.	1198
Peter	Presumptuous [are they], selfwilled, they are not afraid to speak evil of dignities.	1199
Peter	Whereas angels, which are greater in power and might, bring not railing accusation against them before the Lord.	1200
Peter	Whereas angels, which are greater in power and might, bring not railing accusation against them before the Lord.	1201
Peter	Whereas angels, which are greater in power and might, bring not railing accusation against them before the Lord.	1202
Peter	Whereas angels, which are greater in power and might, bring not railing accusation against them before the Lord.	1203
Peter	Whereas angels, which are greater in power and might, bring not railing accusation against them before the Lord.	1204
Peter	Whereas angels, which are greater in power and might, bring not railing accusation against them before the Lord.	1205
Peter	Whereas angels, which are greater in power and might, bring not railing accusation against them before the Lord.	1206
Peter	But these, as natural brute beasts, made to be taken and destroyed, speak evil of the things that they understand not; and shall utterly perish in their own corruption;	1207
Peter	But these, as natural brute beasts, made to be taken and destroyed, speak evil of the things that they understand not; and shall utterly perish in their own corruption;	1208
Peter	But these, as natural brute beasts, made to be taken and destroyed, speak evil of the things that they understand not; and shall utterly perish in their own corruption;	1209
Peter	But these, as natural brute beasts, made to be taken and destroyed, speak evil of the things that they understand not; and shall utterly perish in their own corruption;	1210
Peter	But these, as natural brute beasts, made to be taken and destroyed, speak evil of the things that they understand not; and shall utterly perish in their own corruption;	1211
Peter	But these, as natural brute beasts, made to be taken and destroyed, speak evil of the things that they understand not; and shall utterly perish in their own corruption;	1212
Peter	But these, as natural brute beasts, made to be taken and destroyed, speak evil of the things that they understand not; and shall utterly perish in their own corruption;	1213
Peter	And shall receive the reward of unrighteousness, [as] they that count it pleasure to riot in the day time.	1214
Peter	And shall receive the reward of unrighteousness, [as] they that count it pleasure to riot in the day time.	1215
Peter	And shall receive the reward of unrighteousness, [as] they that count it pleasure to riot in the day time.	1216
Peter	And shall receive the reward of unrighteousness, [as] they that count it pleasure to riot in the day time.	1217
Peter	And shall receive the reward of unrighteousness, [as] they that count it pleasure to riot in the day time.	1218
Peter	And shall receive the reward of unrighteousness, [as] they that count it pleasure to riot in the day time.	1219
Peter	And shall receive the reward of unrighteousness, [as] they that count it pleasure to riot in the day time.	1220
Peter	Spots [they are] and blemishes, sporting themselves with their own deceivings while they feast with you;	1221
Peter	Spots [they are] and blemishes, sporting themselves with their own deceivings while they feast with you;	1222
Peter	Spots [they are] and blemishes, sporting themselves with their own deceivings while they feast with you;	1223
Peter	Spots [they are] and blemishes, sporting themselves with their own deceivings while they feast with you;	1224
Peter	Spots [they are] and blemishes, sporting themselves with their own deceivings while they feast with you;	1225
Peter	Spots [they are] and blemishes, sporting themselves with their own deceivings while they feast with you;	1226
Peter	Spots [they are] and blemishes, sporting themselves with their own deceivings while they feast with you;	1227
Peter	Having eyes full of adultery, and that cannot cease from sin; beguiling unstable souls: an heart they have exercised with covetous practices; cursed children:	1228
Peter	Having eyes full of adultery, and that cannot cease from sin; beguiling unstable souls: an heart they have exercised with covetous practices; cursed children:	1229
Peter	Having eyes full of adultery, and that cannot cease from sin; beguiling unstable souls: an heart they have exercised with covetous practices; cursed children:	1230
Peter	Having eyes full of adultery, and that cannot cease from sin; beguiling unstable souls: an heart they have exercised with covetous practices; cursed children:	1231
Peter	Having eyes full of adultery, and that cannot cease from sin; beguiling unstable souls: an heart they have exercised with covetous practices; cursed children:	1232
Peter	Having eyes full of adultery, and that cannot cease from sin; beguiling unstable souls: an heart they have exercised with covetous practices; cursed children:	1233
Peter	Having eyes full of adultery, and that cannot cease from sin; beguiling unstable souls: an heart they have exercised with covetous practices; cursed children:	1234
Peter	Which have forsaken the right way, and are gone astray, following the way of Balaam [the son] of Bosor, who loved the wages of unrighteousness;	1235
Peter	Which have forsaken the right way, and are gone astray, following the way of Balaam [the son] of Bosor, who loved the wages of unrighteousness;	1236
Peter	Which have forsaken the right way, and are gone astray, following the way of Balaam [the son] of Bosor, who loved the wages of unrighteousness;	1237
Peter	Which have forsaken the right way, and are gone astray, following the way of Balaam [the son] of Bosor, who loved the wages of unrighteousness;	1238
Peter	Which have forsaken the right way, and are gone astray, following the way of Balaam [the son] of Bosor, who loved the wages of unrighteousness;	1239
Peter	Which have forsaken the right way, and are gone astray, following the way of Balaam [the son] of Bosor, who loved the wages of unrighteousness;	1240
Peter	Which have forsaken the right way, and are gone astray, following the way of Balaam [the son] of Bosor, who loved the wages of unrighteousness;	1241
Peter	But was rebuked for his iniquity: the dumb ass speaking with man’s voice forbad the madness of the prophet.	1242
Peter	But was rebuked for his iniquity: the dumb ass speaking with man’s voice forbad the madness of the prophet.	1243
Peter	But was rebuked for his iniquity: the dumb ass speaking with man’s voice forbad the madness of the prophet.	1244
Peter	But was rebuked for his iniquity: the dumb ass speaking with man’s voice forbad the madness of the prophet.	1245
Peter	But was rebuked for his iniquity: the dumb ass speaking with man’s voice forbad the madness of the prophet.	1246
Peter	But was rebuked for his iniquity: the dumb ass speaking with man’s voice forbad the madness of the prophet.	1247
Peter	But was rebuked for his iniquity: the dumb ass speaking with man’s voice forbad the madness of the prophet.	1248
Peter	These are wells without water, clouds that are carried with a tempest; to whom the mist of darkness is reserved for ever.	1249
Peter	These are wells without water, clouds that are carried with a tempest; to whom the mist of darkness is reserved for ever.	1250
Peter	These are wells without water, clouds that are carried with a tempest; to whom the mist of darkness is reserved for ever.	1251
Peter	These are wells without water, clouds that are carried with a tempest; to whom the mist of darkness is reserved for ever.	1252
Peter	These are wells without water, clouds that are carried with a tempest; to whom the mist of darkness is reserved for ever.	1253
Peter	These are wells without water, clouds that are carried with a tempest; to whom the mist of darkness is reserved for ever.	1254
Peter	These are wells without water, clouds that are carried with a tempest; to whom the mist of darkness is reserved for ever.	1255
Peter	For when they speak great swelling [words] of vanity, they allure through the lusts of the flesh, [through much] wantonness, those that were clean escaped from them who live in error.	1256
Peter	For when they speak great swelling [words] of vanity, they allure through the lusts of the flesh, [through much] wantonness, those that were clean escaped from them who live in error.	1257
Peter	For when they speak great swelling [words] of vanity, they allure through the lusts of the flesh, [through much] wantonness, those that were clean escaped from them who live in error.	1258
Peter	For when they speak great swelling [words] of vanity, they allure through the lusts of the flesh, [through much] wantonness, those that were clean escaped from them who live in error.	1259
Peter	For when they speak great swelling [words] of vanity, they allure through the lusts of the flesh, [through much] wantonness, those that were clean escaped from them who live in error.	1260
Peter	For when they speak great swelling [words] of vanity, they allure through the lusts of the flesh, [through much] wantonness, those that were clean escaped from them who live in error.	1261
Peter	For when they speak great swelling [words] of vanity, they allure through the lusts of the flesh, [through much] wantonness, those that were clean escaped from them who live in error.	1262
Peter	While they promise them liberty, they themselves are the servants of corruption: for of whom a man is overcome, of the same is he brought in bondage.	1263
Peter	While they promise them liberty, they themselves are the servants of corruption: for of whom a man is overcome, of the same is he brought in bondage.	1264
Peter	While they promise them liberty, they themselves are the servants of corruption: for of whom a man is overcome, of the same is he brought in bondage.	1265
Peter	While they promise them liberty, they themselves are the servants of corruption: for of whom a man is overcome, of the same is he brought in bondage.	1266
Peter	While they promise them liberty, they themselves are the servants of corruption: for of whom a man is overcome, of the same is he brought in bondage.	1267
Peter	While they promise them liberty, they themselves are the servants of corruption: for of whom a man is overcome, of the same is he brought in bondage.	1268
Peter	While they promise them liberty, they themselves are the servants of corruption: for of whom a man is overcome, of the same is he brought in bondage.	1269
Peter	For if after they have escaped the pollutions of the world through the knowledge of the Lord and Saviour Jesus Christ, they are again entangled therein, and overcome, the latter end is worse with them than the beginning.	1270
Peter	For if after they have escaped the pollutions of the world through the knowledge of the Lord and Saviour Jesus Christ, they are again entangled therein, and overcome, the latter end is worse with them than the beginning.	1271
Peter	For if after they have escaped the pollutions of the world through the knowledge of the Lord and Saviour Jesus Christ, they are again entangled therein, and overcome, the latter end is worse with them than the beginning.	1272
Peter	For if after they have escaped the pollutions of the world through the knowledge of the Lord and Saviour Jesus Christ, they are again entangled therein, and overcome, the latter end is worse with them than the beginning.	1273
Peter	For if after they have escaped the pollutions of the world through the knowledge of the Lord and Saviour Jesus Christ, they are again entangled therein, and overcome, the latter end is worse with them than the beginning.	1274
Peter	For if after they have escaped the pollutions of the world through the knowledge of the Lord and Saviour Jesus Christ, they are again entangled therein, and overcome, the latter end is worse with them than the beginning.	1275
Peter	For if after they have escaped the pollutions of the world through the knowledge of the Lord and Saviour Jesus Christ, they are again entangled therein, and overcome, the latter end is worse with them than the beginning.	1276
Peter	For it had been better for them not to have known the way of righteousness, than, after they have known [it], to turn from the holy commandment delivered unto them.	1277
Peter	For it had been better for them not to have known the way of righteousness, than, after they have known [it], to turn from the holy commandment delivered unto them.	1278
Peter	For it had been better for them not to have known the way of righteousness, than, after they have known [it], to turn from the holy commandment delivered unto them.	1279
Peter	For it had been better for them not to have known the way of righteousness, than, after they have known [it], to turn from the holy commandment delivered unto them.	1280
Peter	For it had been better for them not to have known the way of righteousness, than, after they have known [it], to turn from the holy commandment delivered unto them.	1281
Peter	For it had been better for them not to have known the way of righteousness, than, after they have known [it], to turn from the holy commandment delivered unto them.	1282
Peter	For it had been better for them not to have known the way of righteousness, than, after they have known [it], to turn from the holy commandment delivered unto them.	1283
Peter	But it is happened unto them according to the true proverb, The dog [is] turned to his own vomit again; and the sow that was washed to her wallowing in the mire.	1284
Peter	But it is happened unto them according to the true proverb, The dog [is] turned to his own vomit again; and the sow that was washed to her wallowing in the mire.	1285
Peter	But it is happened unto them according to the true proverb, The dog [is] turned to his own vomit again; and the sow that was washed to her wallowing in the mire.	1286
Peter	But it is happened unto them according to the true proverb, The dog [is] turned to his own vomit again; and the sow that was washed to her wallowing in the mire.	1287
Peter	But it is happened unto them according to the true proverb, The dog [is] turned to his own vomit again; and the sow that was washed to her wallowing in the mire.	1288
Peter	But it is happened unto them according to the true proverb, The dog [is] turned to his own vomit again; and the sow that was washed to her wallowing in the mire.	1289
Peter	But it is happened unto them according to the true proverb, The dog [is] turned to his own vomit again; and the sow that was washed to her wallowing in the mire.	1290
Peter	This second epistle, beloved, I now write unto you; in [both] which I stir up your pure minds by way of remembrance:	1291
Peter	This second epistle, beloved, I now write unto you; in [both] which I stir up your pure minds by way of remembrance:	1292
Peter	This second epistle, beloved, I now write unto you; in [both] which I stir up your pure minds by way of remembrance:	1293
Peter	This second epistle, beloved, I now write unto you; in [both] which I stir up your pure minds by way of remembrance:	1294
Peter	This second epistle, beloved, I now write unto you; in [both] which I stir up your pure minds by way of remembrance:	1295
Peter	This second epistle, beloved, I now write unto you; in [both] which I stir up your pure minds by way of remembrance:	1296
Peter	This second epistle, beloved, I now write unto you; in [both] which I stir up your pure minds by way of remembrance:	1297
Peter	That ye may be mindful of the words which were spoken before by the holy prophets, and of the commandment of us the apostles of the Lord and Saviour:	1298
Peter	That ye may be mindful of the words which were spoken before by the holy prophets, and of the commandment of us the apostles of the Lord and Saviour:	1299
Peter	That ye may be mindful of the words which were spoken before by the holy prophets, and of the commandment of us the apostles of the Lord and Saviour:	1300
Peter	That ye may be mindful of the words which were spoken before by the holy prophets, and of the commandment of us the apostles of the Lord and Saviour:	1301
Peter	That ye may be mindful of the words which were spoken before by the holy prophets, and of the commandment of us the apostles of the Lord and Saviour:	1302
Peter	That ye may be mindful of the words which were spoken before by the holy prophets, and of the commandment of us the apostles of the Lord and Saviour:	1303
Peter	That ye may be mindful of the words which were spoken before by the holy prophets, and of the commandment of us the apostles of the Lord and Saviour:	1304
Peter	Knowing this first, that there shall come in the last days scoffers, walking after their own lusts,	1305
Peter	Knowing this first, that there shall come in the last days scoffers, walking after their own lusts,	1306
Peter	Knowing this first, that there shall come in the last days scoffers, walking after their own lusts,	1307
Peter	Knowing this first, that there shall come in the last days scoffers, walking after their own lusts,	1308
Peter	Knowing this first, that there shall come in the last days scoffers, walking after their own lusts,	1309
Peter	Knowing this first, that there shall come in the last days scoffers, walking after their own lusts,	1310
Peter	Knowing this first, that there shall come in the last days scoffers, walking after their own lusts,	1311
Peter	And saying, Where is the promise of his coming?	1312
Peter	And saying, Where is the promise of his coming?	1313
Peter	And saying, Where is the promise of his coming?	1314
Peter	And saying, Where is the promise of his coming?	1315
Peter	And saying, Where is the promise of his coming?	1316
Peter	And saying, Where is the promise of his coming?	1317
Peter	And saying, Where is the promise of his coming?	1318
Peter	for since the fathers fell asleep, all things continue as [they were] from the beginning of the creation.	1319
Peter	for since the fathers fell asleep, all things continue as [they were] from the beginning of the creation.	1320
Peter	for since the fathers fell asleep, all things continue as [they were] from the beginning of the creation.	1321
Peter	for since the fathers fell asleep, all things continue as [they were] from the beginning of the creation.	1322
Peter	for since the fathers fell asleep, all things continue as [they were] from the beginning of the creation.	1323
Peter	for since the fathers fell asleep, all things continue as [they were] from the beginning of the creation.	1324
Peter	for since the fathers fell asleep, all things continue as [they were] from the beginning of the creation.	1325
Peter	For this they willingly are ignorant of, that by the word of God the heavens were of old, and the earth standing out of the water and in the water:	1326
Peter	For this they willingly are ignorant of, that by the word of God the heavens were of old, and the earth standing out of the water and in the water:	1327
Peter	For this they willingly are ignorant of, that by the word of God the heavens were of old, and the earth standing out of the water and in the water:	1328
Peter	For this they willingly are ignorant of, that by the word of God the heavens were of old, and the earth standing out of the water and in the water:	1329
Peter	For this they willingly are ignorant of, that by the word of God the heavens were of old, and the earth standing out of the water and in the water:	1330
Peter	For this they willingly are ignorant of, that by the word of God the heavens were of old, and the earth standing out of the water and in the water:	1331
Peter	For this they willingly are ignorant of, that by the word of God the heavens were of old, and the earth standing out of the water and in the water:	1332
Peter	Whereby the world that then was, being overflowed with water, perished:	1333
Peter	Whereby the world that then was, being overflowed with water, perished:	1334
Peter	Whereby the world that then was, being overflowed with water, perished:	1335
Peter	Whereby the world that then was, being overflowed with water, perished:	1336
Peter	Whereby the world that then was, being overflowed with water, perished:	1337
Peter	Whereby the world that then was, being overflowed with water, perished:	1338
Peter	Whereby the world that then was, being overflowed with water, perished:	1339
Peter	But the heavens and the earth, which are now, by the same word are kept in store, reserved unto fire against the day of judgment and perdition of ungodly men.	1340
Peter	But the heavens and the earth, which are now, by the same word are kept in store, reserved unto fire against the day of judgment and perdition of ungodly men.	1341
Peter	But the heavens and the earth, which are now, by the same word are kept in store, reserved unto fire against the day of judgment and perdition of ungodly men.	1342
Peter	But the heavens and the earth, which are now, by the same word are kept in store, reserved unto fire against the day of judgment and perdition of ungodly men.	1343
Peter	But the heavens and the earth, which are now, by the same word are kept in store, reserved unto fire against the day of judgment and perdition of ungodly men.	1344
Peter	But the heavens and the earth, which are now, by the same word are kept in store, reserved unto fire against the day of judgment and perdition of ungodly men.	1345
Peter	But the heavens and the earth, which are now, by the same word are kept in store, reserved unto fire against the day of judgment and perdition of ungodly men.	1346
Peter	But, beloved, be not ignorant of this one thing, that one day [is] with the Lord as a thousand years, and a thousand years as one day.	1347
Peter	But, beloved, be not ignorant of this one thing, that one day [is] with the Lord as a thousand years, and a thousand years as one day.	1348
Peter	But, beloved, be not ignorant of this one thing, that one day [is] with the Lord as a thousand years, and a thousand years as one day.	1349
Peter	But, beloved, be not ignorant of this one thing, that one day [is] with the Lord as a thousand years, and a thousand years as one day.	1350
Peter	But, beloved, be not ignorant of this one thing, that one day [is] with the Lord as a thousand years, and a thousand years as one day.	1351
Peter	But, beloved, be not ignorant of this one thing, that one day [is] with the Lord as a thousand years, and a thousand years as one day.	1352
Peter	But, beloved, be not ignorant of this one thing, that one day [is] with the Lord as a thousand years, and a thousand years as one day.	1353
Peter	The Lord is not slack concerning his promise, as some men count slackness; but is longsuffering to us-ward, not willing that any should perish, but that all should come to repentance.	1354
Peter	The Lord is not slack concerning his promise, as some men count slackness; but is longsuffering to us-ward, not willing that any should perish, but that all should come to repentance.	1355
Peter	The Lord is not slack concerning his promise, as some men count slackness; but is longsuffering to us-ward, not willing that any should perish, but that all should come to repentance.	1356
Peter	The Lord is not slack concerning his promise, as some men count slackness; but is longsuffering to us-ward, not willing that any should perish, but that all should come to repentance.	1357
Peter	The Lord is not slack concerning his promise, as some men count slackness; but is longsuffering to us-ward, not willing that any should perish, but that all should come to repentance.	1358
Peter	The Lord is not slack concerning his promise, as some men count slackness; but is longsuffering to us-ward, not willing that any should perish, but that all should come to repentance.	1359
Peter	The Lord is not slack concerning his promise, as some men count slackness; but is longsuffering to us-ward, not willing that any should perish, but that all should come to repentance.	1360
Peter	But the day of the Lord will come as a thief in the night; in the which the heavens shall pass away with a great noise, and the elements shall melt with fervent heat, the earth also and the works that are therein shall be burned up.	1361
Peter	But the day of the Lord will come as a thief in the night; in the which the heavens shall pass away with a great noise, and the elements shall melt with fervent heat, the earth also and the works that are therein shall be burned up.	1362
Peter	But the day of the Lord will come as a thief in the night; in the which the heavens shall pass away with a great noise, and the elements shall melt with fervent heat, the earth also and the works that are therein shall be burned up.	1363
Peter	But the day of the Lord will come as a thief in the night; in the which the heavens shall pass away with a great noise, and the elements shall melt with fervent heat, the earth also and the works that are therein shall be burned up.	1364
Peter	But the day of the Lord will come as a thief in the night; in the which the heavens shall pass away with a great noise, and the elements shall melt with fervent heat, the earth also and the works that are therein shall be burned up.	1365
Peter	But the day of the Lord will come as a thief in the night; in the which the heavens shall pass away with a great noise, and the elements shall melt with fervent heat, the earth also and the works that are therein shall be burned up.	1366
Peter	But the day of the Lord will come as a thief in the night; in the which the heavens shall pass away with a great noise, and the elements shall melt with fervent heat, the earth also and the works that are therein shall be burned up.	1367
Peter	[Seeing] then [that] all these things shall be dissolved, what manner [of persons] ought ye to be in [all] holy conversation and godliness,	1368
Peter	[Seeing] then [that] all these things shall be dissolved, what manner [of persons] ought ye to be in [all] holy conversation and godliness,	1369
Peter	[Seeing] then [that] all these things shall be dissolved, what manner [of persons] ought ye to be in [all] holy conversation and godliness,	1370
Peter	[Seeing] then [that] all these things shall be dissolved, what manner [of persons] ought ye to be in [all] holy conversation and godliness,	1371
Peter	[Seeing] then [that] all these things shall be dissolved, what manner [of persons] ought ye to be in [all] holy conversation and godliness,	1372
Peter	[Seeing] then [that] all these things shall be dissolved, what manner [of persons] ought ye to be in [all] holy conversation and godliness,	1373
Peter	[Seeing] then [that] all these things shall be dissolved, what manner [of persons] ought ye to be in [all] holy conversation and godliness,	1374
Peter	Looking for and hasting unto the coming of the day of God, wherein the heavens being on fire shall be dissolved, and the elements shall melt with fervent heat?	1375
Peter	Looking for and hasting unto the coming of the day of God, wherein the heavens being on fire shall be dissolved, and the elements shall melt with fervent heat?	1376
Peter	Looking for and hasting unto the coming of the day of God, wherein the heavens being on fire shall be dissolved, and the elements shall melt with fervent heat?	1377
Peter	Looking for and hasting unto the coming of the day of God, wherein the heavens being on fire shall be dissolved, and the elements shall melt with fervent heat?	1378
Peter	Looking for and hasting unto the coming of the day of God, wherein the heavens being on fire shall be dissolved, and the elements shall melt with fervent heat?	1379
Peter	Looking for and hasting unto the coming of the day of God, wherein the heavens being on fire shall be dissolved, and the elements shall melt with fervent heat?	1380
Peter	Looking for and hasting unto the coming of the day of God, wherein the heavens being on fire shall be dissolved, and the elements shall melt with fervent heat?	1381
Peter	Nevertheless we, according to his promise, look for new heavens and a new earth, wherein dwelleth righteousness.	1382
Peter	Nevertheless we, according to his promise, look for new heavens and a new earth, wherein dwelleth righteousness.	1383
Peter	Nevertheless we, according to his promise, look for new heavens and a new earth, wherein dwelleth righteousness.	1384
Peter	Nevertheless we, according to his promise, look for new heavens and a new earth, wherein dwelleth righteousness.	1385
Peter	Nevertheless we, according to his promise, look for new heavens and a new earth, wherein dwelleth righteousness.	1386
Peter	Nevertheless we, according to his promise, look for new heavens and a new earth, wherein dwelleth righteousness.	1387
Peter	Nevertheless we, according to his promise, look for new heavens and a new earth, wherein dwelleth righteousness.	1388
Peter	Wherefore, beloved, seeing that ye look for such things, be diligent that ye may be found of him in peace, without spot, and blameless.	1389
Peter	Wherefore, beloved, seeing that ye look for such things, be diligent that ye may be found of him in peace, without spot, and blameless.	1390
Peter	Wherefore, beloved, seeing that ye look for such things, be diligent that ye may be found of him in peace, without spot, and blameless.	1391
Peter	Wherefore, beloved, seeing that ye look for such things, be diligent that ye may be found of him in peace, without spot, and blameless.	1392
Peter	Wherefore, beloved, seeing that ye look for such things, be diligent that ye may be found of him in peace, without spot, and blameless.	1393
