label	text	textid
Peter	But the day of the Lord will come as a thief in the night; in the which the heavens shall pass away with a great noise, and the elements shall melt with fervent heat, the earth also and the works that are therein shall be burned up.	976
Peter	[Seeing] then [that] all these things shall be dissolved, what manner [of persons] ought ye to be in [all] holy conversation and godliness,	977
Peter	Looking for and hasting unto the coming of the day of God, wherein the heavens being on fire shall be dissolved, and the elements shall melt with fervent heat?	978
Peter	Nevertheless we, according to his promise, look for new heavens and a new earth, wherein dwelleth righteousness.	979
Peter	Wherefore, beloved, seeing that ye look for such things, be diligent that ye may be found of him in peace, without spot, and blameless.	980
Peter	And account [that] the longsuffering of our Lord [is] salvation; even as our beloved brother Paul also according to the wisdom given unto him hath written unto you;	981
Peter	As also in all [his] epistles, speaking in them of these things; in which are some things hard to be understood, which they that are unlearned and unstable wrest, as [they do] also the other scriptures, unto their own destruction.	982
Peter	Ye therefore, beloved, seeing ye know [these things] before, beware lest ye also, being led away with the error of the wicked, fall from your own stedfastness.	983
Peter	But grow in grace, and [in] the knowledge of our Lord and Saviour Jesus Christ.	984
Peter	To him [be] glory both now and for ever.	985
Peter	Amen.	986
